image_index,latitiude,longitude,projection,resolution,metadata,county,window_size,chunk_file
1014,42.37639892354721,-84.09494200358084,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,2
1015,42.37638096968248,-84.0875400575516,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,2
1016,42.376362533317234,-84.08013811583729,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,2
1017,42.37634361445194,-84.0727361785523,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,2
1018,42.376324213087,-84.0653342458111,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,2
1019,42.37630432922286,-84.05793231772805,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,2
1020,42.37628396286002,-84.0505303944176,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,2
1021,42.37626311399892,-84.04312847599418,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,2
1022,42.37624178264002,-84.03572656257218,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,2
1023,42.37621996878385,-84.02832465426603,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,2
1024,42.37619767243092,-84.02092275119014,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,2
1025,42.37617489358172,-84.01352085345894,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,2
1026,42.3761516322368,-84.00611896118684,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,2
1027,42.37612788839669,-83.99871707448824,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,2
1028,42.37610366206193,-83.99131519347758,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,2
1029,42.3760789532331,-83.98391331826924,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,2
1030,42.37605376191077,-83.97651144897767,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,2
1031,42.37602808809549,-83.96910958571725,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,2
1032,42.37600193178789,-83.96170772860243,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,2
1033,42.375975292988564,-83.95430587774759,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,2
1034,42.37594817169813,-83.94690403326716,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,2
1035,42.375920567917234,-83.93950219527554,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,2
1036,42.37589248164648,-83.93210036388713,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,2
1037,42.37586391288653,-83.92469853921637,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,2
1038,42.37583486163807,-83.91729672137764,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,2
1039,42.375805327901745,-83.90989491048535,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,2
1040,42.37577531167823,-83.90249310665394,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,2
1041,42.37574481296828,-83.89509130999778,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,2
1042,42.375713831772536,-83.88768952063128,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,2
1043,42.375682368091745,-83.88028773866888,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,2
1044,42.37565042192662,-83.87288596422493,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,2
1045,42.37561799327792,-83.86548419741389,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,2
1046,42.37558508214638,-83.85808243835012,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,2
1047,42.37555168853277,-83.85068068714806,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,2
1048,42.37551781243786,-83.84327894392207,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,2
1049,42.37548345386246,-83.8358772087866,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,2
1050,42.37544861280732,-83.828475481856,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,2
1051,42.375413289273254,-83.8210737632447,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,2
1052,42.375377483261104,-83.81367205306711,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,2
1053,42.37534119477169,-83.80627035143759,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,2
1054,42.375304423805865,-83.79886865847055,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,2
1055,42.375267170364474,-83.79146697428043,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,2
1056,42.37522943444835,-83.78406529898156,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,2
1057,42.37519121605839,-83.77666363268838,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,2
1058,42.37515251519549,-83.76926197551526,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,2
1059,42.37511333186054,-83.7618603275766,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,2
1060,42.37507366605443,-83.7544586889868,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,2
1061,42.3750335177781,-83.74705705986027,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,2
1062,42.37499288703246,-83.73965544031135,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,2
1063,42.37495177381848,-83.73225383045447,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,2
1064,42.374910178137085,-83.724852230404,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,2
1065,42.374868099989236,-83.71745064027434,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,2
1066,42.374825539375934,-83.71004906017986,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,2
1067,42.37478249629814,-83.70264749023497,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,2
1068,42.374738970756844,-83.69524593055402,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,2
1069,42.3746949627531,-83.68784438125145,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,2
1070,42.374650472287875,-83.6804428424416,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,2
1071,42.374605499362225,-83.67304131423884,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,2
1072,42.37456004397719,-83.66563979675759,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,2
1073,42.37451410613381,-83.65823829011221,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,2
1074,42.374467685833174,-83.65083679441709,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,2
1075,42.37442078307633,-83.6434353097866,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,2
1076,42.37437339786439,-83.63603383633512,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,2
1077,42.374325530198426,-83.62863237417702,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,2
1078,42.37427718007955,-83.62123092342667,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,2
1079,42.374228347508875,-83.61382948419846,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,2
1080,42.374179032487575,-83.60642805660676,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,2
1081,42.37412923501677,-83.59902664076594,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,2
1082,42.374078955097566,-83.59162523679038,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,2
1083,42.37402819273118,-83.58422384479442,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,2
1084,42.373976947918784,-83.57682246489247,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,2
1085,42.373925220661555,-83.56942109719887,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,2
1086,42.37387301096068,-83.56201974182798,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,2
1087,42.373820318817394,-83.55461839889419,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,2
1088,42.373767144232886,-83.54721706851186,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,2
1089,42.37371348720839,-83.53981575079531,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,2
1090,42.37365934774519,-83.53241444585898,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,2
1091,42.373604725844494,-83.52501315381716,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,2
