image_index,latitiude,longitude,projection,resolution,metadata,county,window_size,chunk_file
3260,42.231685401666034,-83.63770006243743,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,4
3261,42.23163764316612,-83.63031547778058,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,4
3262,42.231589403313485,-83.62293090445363,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,4
3263,42.23154068210928,-83.61554634257016,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,4
3264,42.231491479554606,-83.60816179224376,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,4
3265,42.2314417956506,-83.60077725358803,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,4
3266,42.23139163039843,-83.5933927267166,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,4
3267,42.231340983799235,-83.58600821174299,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,4
3268,42.23128985585419,-83.57862370878082,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,4
3269,42.23123824656449,-83.5712392179437,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,4
3270,42.23118615593132,-83.56385473934516,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,4
3271,42.23113358395588,-83.55647027309885,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,4
3272,42.23108053063938,-83.54908581931832,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,4
3273,42.231026995983065,-83.54170137811714,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,4
3274,42.230972979988145,-83.53431694960891,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,4
3275,42.23091848265591,-83.52693253390721,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,4
3276,42.22831549306764,-84.1398920719052,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,4
3277,42.22830046987778,-84.13250763108404,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,4
3278,42.228284965327774,-84.12512319386558,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,4
3279,42.228268979418004,-84.1177387603634,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,4
3280,42.22825251214882,-84.11035433069112,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,4
3281,42.22823556352061,-84.10296990496235,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,4
3282,42.22821813353375,-84.0955854832907,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,4
3283,42.228200222188676,-84.08820106578979,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,4
3284,42.22818182948578,-84.0808166525732,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,4
3285,42.228162955425475,-84.07343224375457,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,4
3286,42.228143600008224,-84.06604783944749,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,4
3287,42.22812376323446,-84.05866343976557,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,4
3288,42.22810344510464,-84.05127904482242,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,4
3289,42.22808264561924,-84.04389465473164,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,4
3290,42.228061364778725,-84.03651026960686,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,4
3291,42.228039602583614,-84.02912588956166,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,4
3292,42.2280173590344,-84.02174151470966,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,4
3293,42.22799463413159,-84.01435714516445,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,4
3294,42.22797142787571,-84.00697278103965,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,4
3295,42.2279477402673,-83.99958842244887,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,4
3296,42.227923571306896,-83.9922040695057,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,4
3297,42.22789892099509,-83.98481972232373,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,4
3298,42.2278737893324,-83.9774353810166,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,4
3299,42.227848176319455,-83.9700510456979,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,4
3300,42.227822081956795,-83.9626667164812,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,4
3301,42.22779550624509,-83.95528239348013,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,4
3302,42.22776844918491,-83.94789807680829,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,4
3303,42.227740910776895,-83.94051376657926,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,4
3304,42.22771289102166,-83.93312946290666,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,4
3305,42.227684389919865,-83.92574516590409,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,4
3306,42.227655407472184,-83.91836087568514,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,4
3307,42.22762594367927,-83.91097659236338,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,4
3308,42.22759599854182,-83.90359231605247,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,4
3309,42.22756557206052,-83.89620804686595,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,4
3310,42.227534664236046,-83.88882378491745,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,4
3311,42.227503275069154,-83.88143953032053,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,4
3312,42.227471404560546,-83.87405528318882,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,4
3313,42.22743905271096,-83.86667104363589,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,4
3314,42.227406219521136,-83.85928681177533,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,4
3315,42.22737290499185,-83.85190258772077,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,4
3316,42.227339109123875,-83.84451837158575,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,4
3317,42.22730483191798,-83.83713416348388,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,4
3318,42.22727007337497,-83.82974996352877,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,4
3319,42.22723483349561,-83.822365771834,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,4
3320,42.22719911228074,-83.81498158851313,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,4
3321,42.22716290973122,-83.80759741367977,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,4
3322,42.22712622584783,-83.80021324744753,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,4
3323,42.22708906063146,-83.79282908992995,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,4
3324,42.22705141408293,-83.78544494124064,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,4
3325,42.22701328620314,-83.77806080149318,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,4
3326,42.22697467699295,-83.77067667080117,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,4
3327,42.226935586453294,-83.76329254927815,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,4
3328,42.226896014585016,-83.75590843703773,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,4
3329,42.22685596138909,-83.7485243341935,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,4
3330,42.22681542686639,-83.74114024085905,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,4
3331,42.226774411017885,-83.73375615714791,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,4
3332,42.22673291384451,-83.7263720831737,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,4
3333,42.226690935347236,-83.71898801904999,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,4
3334,42.226648475527014,-83.71160396489033,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,4
3335,42.22660553438483,-83.70421992080834,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,4
3336,42.226562111921695,-83.69683588691755,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,4
3337,42.22651820813859,-83.68945186333157,EPSG:2898,"(2.0, 2.0)","{'driver': 'GTiff', 'dtype': 'uint8', 'nodata': 32.0, 'width': 83394, 'height': 70033, 'count': 3, 'crs': CRS.from_epsg(2898), 'transform': Affine(2.0, 0.0, 13183777.839566931,
       0.0, -2.0, 344504.31594488025)}",Washtenaw,1000,4
